"Ref. fiche";"Statut";"Commune";"Localisation précise";"Catégories";"Modération";"Description";"Proposition";"[Public] Commentaire Vélo-Cité";"[Privé] Commentaire Vélo-Cité";"[Public] Réponse de la collectivité";"[Privé] Réponse de la collectivité";"Email";"Date de création";"Dernière modification"
F190529;"";"Bordeaux";"rue des Pontets";"Détérioration de la chaussée";"1";"Trou à reboucher. 
Nous faisons remarquer que le sable ne constitue pas une solution technique même provisoire, pour assurer le cheminement des cyclistes. ";"";"";"";"";"";"contact@velo-cite.org";"2019-05-26";"2019-06-26"
F190523;"";"Bordeaux";"Rue Solle";"Double sens cyclable";"1";"Demande de mise en double sens cyclable de la rue";"";"";"";"La réalisation d’un double sens cyclable sur la rue Solle nécessite des travaux d’accompagnement notamment au niveau des intersections avec l’avenue d’Arès et l’avenue de la République.
Or à ce jour, aucune intervention n’est programmée. 
Le programme de mise en place des zones apaisées à Bordeaux (Zone 30, zone de rencontre, double sens cyclable...) concerne pour le moment les quartiers intra-boulevard, cette demande pourra donc s’envisager dans un second temps.
";"";"contact@velo-cite.org";"2019-05-21";"2019-07-11"
F190510;"";"Bordeaux";"parvis des droits de l'Homme";"Autres";"1";"Depuis quelques jours, une barrière est régulièrement mise en travers de la zone de rencontre au débouché du parvis des droits de l'Homme.
Cette curiosité contraint les cyclistes à emprunter la plateforme du tramway ce qui n'est pas sans danger. ";"";"";"";"Signalement transmis à la mairie de quartier";"";"contact@velo-cite.org";"2019-05-10";"2019-05-27"
F190509;"";"Bordeaux";"PLace du 11 novembre";"Signalisation / Marquage au sol";"1";"Les feux de circulation sont éteints.";"";"";"";"Il s’agit d’une coupure EDF, les différents intervenants sont déjà à pied d’œuvre pour remettre tout en ordre très rapidement.
Merci du signalement.
";"";"contact@velo-cite.org";"2019-05-10";"2019-05-14"
F190508;"";"Bordeaux";"Rue Georges Bonnac";"Signalisation / Marquage au sol";"1";"Le feux modal vélo en fonctionne pas.";"";"";"Priorité 1";"Il s’agit d’une coupure EDF, les différents intervenants sont déjà à pied d’œuvre pour remettre tout en ordre très rapidement.
Merci du signalement.
";"";"contact@velo-cite.org";"2019-05-10";"2019-05-14"
F190502;"";"Floirac";"Côte de Monrepos";"Stationnement sauvage";"1";"Signalement d'un stationnement sauvage très régulier de la part des résidents, sur la piste cyclable de la côte de Monrepos. 
Il serait important de sensibiliser les habitants à l'importance du dégagement de la piste cyclable et de faire comprendre le danger auquel est soumis le cycliste qui doit faire une embardée sur la chaussée.";"";"";"";"";"Demande à transmettre à la police municipale de Floirac";"contact@velo-cite.org";"2019-05-08";"2019-05-09"
F190421-;"";"Mérignac";"Avenue François Mitterrand";"Rond-point";"1";"A la croisée des chemins entre la zone aéroportuaire, Pessac extra-rocade et Mérignac, ce giratoire est un réel point noir pour les vélos et les piétons. Malgré un îlot central et un marquage au sol a minima du passage des vélos, la vitesse, l’intensité du trafic, la présence de nombreux poids lourds, couplé avec le double accès/sortie du rond point rend sa traversée périlleuse. 
PROPOSITION
- signaler explicitement la traversée vélo en entrée ET sortie de giratoire
- imposer une limitation de vitesse aux abords ET en sortie du rond point avec ralentisseurs 
- construire une passerelle pour les piétons et vélos pour sécuriser la traversée à l’avenue François Mitterrand et Roland Garros (voir illustration)";"";"";"";"Cette demande d’amélioration sera étudiée dans le cadre du projet du boulevard technologique.
Ce projet consiste à revoir les voiries du secteur afin de permettre de meilleures conditions de circulation pour l’ensemble de la zone Aéroparc.
Il s’agit d’améliorer l’axe depuis le terminus tram A (Le Haillan Rostand) jusqu’à Avenue Fr Mitterrand (crematorium) favorisant notamment les modes actifs et en particulier le vélo. 
";"";"contact@velo-cite.org";"2019-04-23";"2019-07-02"
F190403;"";"Bordeaux";"Cours de l'intendance";"Stationnement vélo";"1";"Il n'y a pas assez de stationnements pour les vélos à cet endroit et les cyclistes se garent sur les anses des bancs en fer. Les scooters eux n'hésitent pas à prendre l'espace à côté de la fontaine. Il serait judicieux d'installer des arceaux vélo à cet endroit.";"";"";"";"Demande transmise à la mairie de Quartier. 
Cependant, l’implantation de mobilier sur cette placette nécessitant l’approbation des architectes des bâtiments de France, la demande risque de ne pas aboutir précisément sur ce lieu mais plutôt à proximité.
";"";"contact@velo-cite.org";"2019-04-08";"2019-04-29"
F190304;"";"Bègles";"Avenue Jean Jaurès";"Double sens cyclable";"1";"Demande de mise en double sens cyclable de la portion de l'avenue Jean Jaurès située entre les n°1 et 14. Un petit aménagement qui serait vraiment profitable à de nombreux cyclistes.";"";"";"";"Demande transmise au service compétent le 14-03-2019";"transmis à la signalisation le 
14/03/2019";"contact@velo-cite.org";"2019-03-11";"2019-03-14"
F190303;"";"Le Bouscat";"112 rue Pressencé";"Aménagements de carrefours";"1";"Il serait judicieux d'implanter un aménagement forçant le ralentissement des véhicules motorisés (dos d'âne ou autre) à cet endroit qui ouvre sur un quartier en zone 30 fréquenté par de très jeunes cyclistes aux heures de pointe (trajet domicile/école). A l'heure actuelle à limitation a 30km/h n'est que trop rarement respectée et met en danger les usagers du double-sens-cyclable.";"";"";"";"Cette demande semble justifiée, en revanche à ce jour aucun aménagement n’est programmé.
Une étude est cependant prévue l’an prochain sur l’avenue d’Eysines.
";"";"remi.capbern@outlook.fr";"2019-03-05";"2019-03-12"
F190302;"";"Mérignac";"30 rue Camille Gaillot ";"Chantiers";"1";"Tout le long du chantier, la bande cyclable est détériorée par les déversements de terre que les camions apportent quand ils rentrent ou sortent du chantier.
";"";"Il est nécessaire de demander à l'entreprise responsable de prévoir un nettoyage des zones impactées (cf: charte des chantiers propres de Bordeaux Métropole)";"";"Demande prise en compte et transmise au service compétent le 04/03/2019";"";"contact@velo-cite.org";"2019-03-04";"2019-03-04"
F190214;"";"Bordeaux";"18 Rue Gratiolet";"Stationnement vélo";"1";"La rue Gratiolet est actuellement dépourvue d'arceaux de stationnement vélo. Des travaux sont en cours et il serait intéressant d'en profiter pour installer des arceaux vélo.
Nous avons reçu une demande de l'entreprise YAAL qui souhaite voir les arceaux installés au niveau de sa devanture.";"";"";"Une installation d'arceau était-elle déjà prévue ?";"Demande transmise à la mairie de quartier.

Un projet de réaménagement de la rue de Gratiolet est à venir prochainement et prévoit la création d’une zone de rencontre avec suppression du stationnement et élargissement du trottoir côté pair. La pose des arceaux n’était pas envisagée car les trottoirs ne seront pas assez larges, mais une étude complémentaire en cours pour en positionner éventuellement sur chaussée.

";"demande transmise le 27 février 2019 mairie de quartier  Bx Sud";"remi.capbern@outlook.fr";"2019-02-26";"2019-03-14"
F190213;"";"Bordeaux";"Place Stalingrad";"Signalisation / Marquage au sol";"1";"La signalisation associé au poteau comporte une multitude de panneaux ce qui les rend difficilement déchiffrables.
Il serait préférable de remplacer deux panneaux :
- l'obligation de TAG par une interdiction de tourner à gauche
- le panonceau vélo par un panonceau sauf vélo";"Il serait préférable de remplacer deux panneaux :
- l'obligation de TAG par une interdiction de tourner à gauche
- le panonceau vélo par un panonceau sauf vélo";"";"";"Fiche transmise au service de la signalisation";"transmis à la signalisation le 21/02/2019";"remi.capbern@outlook.fr";"2019-02-21";"2019-02-21"
F181102.;"";"Mérignac";"Rue Le Brix-Mesmin";"Signalisation / Marquage au sol";"1";"La ligne cédez-le-passage qui a été repeinte lors de la réfection du carrefour, prend la quasi totalité de la largeur de la chaussée, obligeant les cyclistes prenant le double sens soit à une trajectoire peu naturelle soit à risquer une collision avec une voiture qui serrerait trop à gauche pour tourner à gauche.

Cyclofiche résolue ! 
Merci aux observateurs, aménageurs et à tous les services concernés.";"Effacer deux pointillés et marquer l'axe de la chaussée (plus large que la continuité de la bande cyclable marquée plus loin car celle-ci emmène directement sur les voitures (même si la voiture sur la photo est en stationnement interdit, c'est très fréquemment ainsi).";"Cyclofiche résolue ! 
Merci aux observateurs, aménageurs et à tous les services concernés.";"";"";"";"remi.capbern@outlook.fr";"2018-11-09";"2019-03-20"
F190212;"";"Bordeaux";"58 et 72 rue du Pas St Georges";"Stationnement vélo";"1";"Les arceaux vélos situés en face de la boulangerie et de la fromagerie qui avaient été supprimés pendant la durée des travaux de la rue n'ont pas été réinstallés. 
Cela engendre des conflits de stationnement entre les véhicules motorisés et non motorisés ";"Demande pour que les arceaux soient réinstallés tels qu'ils l'étaient avant les travaux.";"";"";"Les arceaux concernés ont été supprimés pour les travaux de réseaux (eau, électricité, gaz) qui ont été réalisés en 2018.
Les travaux d’aménagement de la rue du Pas St Georges se dérouleront du 01/04/19 au 30/06/20 donc les nouveaux arceaux vélos seront posés à l’avancement du chantier.
";"demande transmise au responsable du chantier Rue du Pas St Georges le 21/02/2019";"remi.capbern@outlook.fr";"2019-02-21";"2019-02-21"
F190211;"";"Bordeaux";"171 rue Judaïque";"Chantiers";"1";"Un chantier obstrue la bande cyclable matérialisée sur le trottoir de la rue. Celui-ci est amputé de plus de la moitié de sa largeur (dont la totalité de la bande cyclable), laissant ainsi un espace partagé entre piétons et cyclistes extrêmement restreint.
Par ailleurs, aucune signalétique n'est présente sur les barrières qui encadrent le trou creusé dans le trottoir, le rendant peu discernable la nuit.

A minima, de la signalétique est à prévoir le temps de la durée des travaux. 

";"";"";"";"Demande transmise à la mairie de quartier.";"demande transmise le 19 février 2019 mairie de quartier  Caudéran";"remi.capbern@outlook.fr";"2019-02-19";"2019-02-19"
F190208;"";"Bordeaux";"71 rue de la devise";"Stationnement vélo";"1";"Cette rue adjacente à la rue Sainte Catherine permettrait, par sa configuration, d'y installer plusieurs arceaux vélo, allégeant ainsi les surcharges des arceaux rue du Parlement Sainte-Catherine";"";"";"";"Demande transmise à la mairie de quartier.
";"demande transmise le 14 février 2019 mairie de quartier 3 Bx centre";"remi.capbern@outlook.fr";"2019-02-13";"2019-02-15"
F190205;"";"Bordeaux";"avenue d'Arès à l'intersection de l'impasse faye";"Détérioration de la chaussée";"1";"Détérioration de la chaussée due au manque d'entretien : présence d'un trou dans le goudron et d'un amas de terre particulièrement dangereux pour les cyclistes.
Peut être rebouché facilement : à traiter d'urgence !";"";"Les services concernés ont effectué le rebouchage !";"";"Fiche transmise au service concerné pour rebouchage.
Il faut signaler que les réparations se succèdent régulièrement à cet endroit mais que la giration des nombreux camions de l’entreprise de blanchisserie industrielle ELIS, dont l’usine est située au bout de l’impasse, contribuent très largement à la détérioration de la structure de la chaussée.
";"";"remi.capbern@outlook.fr";"2019-02-12";"2019-02-20"
F190206;"";"Bordeaux";"Rue Claude Bonnier";"Signalisation / Marquage au sol";"1";"Le panneau de signalisation installé n'est pas assez visible (pas assez gros).
Il serait idéal de renforcer la signalétique de l'itinéraire avec second panneau de déviation à l'angle de la rue du père Dieuzaide. ";"";"";"";"La signalisation ayant été améliorée, il n’est pas prévu pour l’instant de la modifier à nouveau. Laissons vivre quelques temps et si toutefois des besoins persistent, nous transmettrons à la mairie de quartier.";"";"remi.capbern@outlook.fr";"2019-02-12";"2019-02-14"
F190204;"";"Mérignac";"avenue Libération/ avenue de Saint-Médard";"Pistes ou bandes cyclables";"1";"la suppression de la bande cyclable et l'absence d'entretien des sas cyclistes et des passages protégés sur l'avenue de la Libération à l'approche de ce carrefour rend la circulation cycliste particulièrement dangereuse.";"";"";"";"Fiche transmise au service de la signalisation pour réfection des marquages.
";"cette fiche concerne Mérignac
et non Eysines";"remi.capbern@outlook.fr";"2019-02-12";"2019-02-12"
F190201;"";"Bègles";"Rue Laudinat";"Double sens cyclable";"1";"Demande de mise en place d'un double sens cyclable. Merci.";"";"";"";"La demande est prise en compte. Ce projet est en étude par le service signalisation.";"Réponse du service signalisation le 12-02-19";"contact@velo-cite.org";"2019-02-11";"2019-02-13"
F190202;"";"Gradignan";"Rue de Canteloup";"Pistes ou bandes cyclables";"1";"La rue de Canteloup, qui assure la liaison entre les routes de Pessac et de Léognan, supporte un important trafic pendulaire. La circulation des vélos y est peu sécurisée car elle est relativement sinueuse et non dotée d’aménagement cyclable, . Signalons que cette rue est un maillon de la « Véloroute Scandibérique » (EV3).

Réaliser une piste cyclable bidirectionnelle côté sud de la voie, grâce à une emprise foncière sur la propriété du Château Tauzia si nécessaire, jusqu’à l’intersection avec le chemin de Fouquet. Au-delà, poursuivre cette piste cyclable jusqu’à la route de Léognan. En cas de difficulté technique, prévoir un itinéraire par le chemin de Fouquet (à mettre en totalité en double sens cyclable) puis le chemin de Chaud.
";"";"";"";"Cet axe est inscrit au réseau cyclable structurant de la métropole et a donc vocation à être aménagé. En revanche, s’agissant d’un aménagement important, à court terme aucun projet n’est programmé.
Nous transmettons tout de même la demande au service concerné.
";"demande transmise au PT Sud le 13/02/2019";"remi.capbern@outlook.fr";"2019-02-05";"2019-02-13"
F190203;"";"Bordeaux";"Rue Saint Genès";"Stationnement sauvage";"1";"Aux heures où les parents viennent chercher leurs enfants à la sortie du Groupe Scolaire St Genès, ils se garent sur les voies réservées aux deux roues. Il s'agit par ailleurs d'un double sens-cyclable qui ne permet pas aux cyclistes d'emprunter la chaussée sous peine de circuler en sens interdit. De nombreux signalements nous sont remontés en ce début d'année. Il semble nécessaire d'agir sur ce problème historique.";"";"";"";"";"la cyclofiche sans photos ne permet pas de savoir si on évoque le dsc entre Ségur et  Duluc ou  l'ensemble de la rue de St Genès. D'autre part, les mesures de police relèvent exclusivement du Maire. Il serait donc extrêmement pertinent de transmettre cette demande à la mairie de quartier qui pourra ainsi demander à la métropole de poser des dispositifs anti intrusion.";"remi.capbern@outlook.fr";"2019-02-05";"2019-06-19"
F190111-;"";"Bordeaux";"Rue Delmestre";"Signalisation / Marquage au sol";"1";"Le panneau d'interdiction de tourner à gauche vers la rue Poujeau ne comporte pas la mention «sauf cycliste» alors qu'elle est aménagée avec un DSC.";"";"";"";"Demande prise en compte et transmise au service compétent le 04/02/2019";"transmis à la signalisation le 4/02/2019";"amelie.suteau@velo-cite.org";"2019-01-31";"2019-02-04"
F190106-;"";"Bordeaux";"Rue Claude Bonnier";"Signalisation / Marquage au sol";"1";"La rue Claude Bonnier peut normalement être remontée en sens interdit par les cyclistes jusqu'à la cité municipale. Aujourd'hui des travaux empêchent la libre circulation (18mois environ). 

Deux propositions :

1/ rétablir le double sens cyclable en déplaçant la limite du chantier et ainsi permettre la continuité cyclable 

2 / indiquer un itinéraire de déviation via la rue Père Dieuzaïde, avec la pose de panneaux de signalisation

Dans tous les cas il est nécessaire de supprimer la signalisation indiquant aux cyclistes de circuler sur le trottoir !!";"";"";"";"Demande transmise à la mairie de quartier.

Réponse de la mairie : Il n’est pas possible de maintenir un couloir entre la plateforme du tram et le chantier pour des raisons de sécurité. En revanche, la demande de modification de signalisation et de mise en place de jalonnement a été transmise à l’entreprise en charge des travaux.";"demande transmise le 5 février 2019 mairie de quartier 3 Bx centre";"remi.capbern@outlook.fr";"2019-01-30";"2019-02-06"
F190110;"";"Bruges";"av. Général De Gaulle angle av. De l'Europe";"Aménagements de carrefours";"1";"La piste cyclable de l'avenue du Général De Gaulle est équipée d'un feu modal pour pouvoir continuer vers l'avenue de l'Europe. Les cyclistes qui continuent tout droit vers le centre de Bruges doivent (?) également utiliser ce feu... ce qu'ils ne font jamais.
Ce carrefour pourrait être légérement reconfiguré afin de créer une continuité sans feu pour aller tout droit et dans le même temps obliger les véhicules à ralentir car ils s'engagent dans une zone 30.";"";"";"";"La suppression de ce carrefour à feux étant programmée prochainement, le réaménagement accompagnant cette suppression permettra d’améliorer la lisibilité de ce secteur.";"";"remi.capbern@outlook.fr";"2019-01-29";"2019-02-04"
F190109;"";"Bordeaux";"giratoire Allée du bois/rue du Pont Neuf";"Signalisation / Marquage au sol";"1";"Les 4 traversées de route par la piste cyclable ont été équipées d'un panneau interdit de tourner à gauche parfaitement saugrenu. Craint-on que les cyclistes empruntent les chaussées à contre-sens ? Le comble étant celui placé à l'angle de la rue du Pont-Neuf qui est désormais une voie réservée aux modes
doux !";"";"Le marquage horizontal de la traversée au centre de la chaussée n'a rien de conventionnel non plus... et il y a un panneau splité au sol qu'il vaut mieux éviter ! (et qu'il faudrait décaler sur l'ilot)";"";"Demande prise en compte et transmise au service compétent le 04/02/2019";"transmis à la signalisation le 4/02/2019";"remi.capbern@outlook.fr";"2019-01-29";"2019-02-04"
F190108;"";"Bordeaux";"Rue Renière";"Stationnement vélo";"1";"La rue Renière est équipée de potelets anti-stationnement en différents endroits. Une partie de ceux-ci pourraient être utilement convertis en arceaux vélos.";"";"";"";"Demande transmise à la mairie de quartier.

Réponse de la mairie de quartier : la demande pour la rue Renière n’est pas validée. En revanche au vu des besoins dans le quartier, une étude pourrait être réalisé pour la pose d’arceaux au droit du square Jean Bureau.
";"demande transmise le 4 février 2019 (mairie, copie signalisation)

Réponse Mairie le 13-02-19";"remi.capbern@outlook.fr";"2019-01-29";"2019-02-13"
F190107;"";"Bordeaux";"Place des martys de la résistance";"Signalisation / Marquage au sol";"1";"Demande d'équipement d'un panneau M12 continuez tout droit pour le feu allant vers la rue du Château
d'eau.
D'une part le sas est régulièrement occupé, d'autre part il n'y a pas de risque pour les cyclistes qui peuvent aller se positionner largement en avant au feu de la rue Judaïque.";"";"";"";"Transmis à la mairie pour prise en compte";"transmis le 4 février 2019";"remi.capbern@outlook.fr";"2019-01-29";"2019-02-04"
F190106;"";"Bordeaux";"Rue claude Bonnier";"Signalisation / Marquage au sol";"1";"La rue Claude Bonnier peut normalement être remontée en sens interdit par les cyclistes jusqu'à la cité municipale. Or, des travaux importants sur un immeuble vont commencer : une section de la rue est barrée. Pour les vélos, pas de solution.";"";"";"";"Demande transmise à la mairie de quartier.

Réponse de la mairie : Il n’est pas possible de maintenir un couloir entre la plateforme du tram et le chantier pour des raisons de sécurité. En revanche, la demande de modification de signalisation et de mise en place de jalonnement a été transmise à l’entreprise en charge des travaux.";"Doublon de la fiche F1919106-";"remi.capbern@outlook.fr";"2019-01-29";"2019-02-12"
F190105;"";"Bordeaux";"Rue Odilon Redon";"Double sens cyclable";"1";"Demande de mise en double sens cyclable de l'intégralité de la rue Odilon Redon qui présente une largeur adéquate à cette adaptation";"";"";"";"Demande d'étude transmise au service compétent le 04/02/2019.";"Transmis à la signalisation le 4-02-2019
Relance faite le 20-06-2019";"remi.capbern@outlook.fr";"2019-01-29";"2019-06-20"
F190104;"";"Bordeaux";"Rue berruer portion 113-145";"Double sens cyclable";"1";"Demande de mise en double sens cyclable de la rue berruer (sur la portion correspondant aux numéro d'habitation 113-145) pour éviter aux cyclistes un long détour par l'allée des pins";"";"";"";"Demande d'étude transmise au service compétent le 04/02/2019";"Transmis à la signalisation le 4-02-2019
Relance faite le 20-06-2019";"remi.capbern@outlook.fr";"2019-01-29";"2019-06-20"
F190103;"";"Mérignac";"32 avenue de la forêt";"Pistes ou bandes cyclables";"1";"La piste cyclable sur trottoir (jamais finalisée) entre l'avenue de la Libération et l'avenue de Magudas n'existe plus suite à travaux et stationnement empêchant son accès. Merci de la supprimer des référentiels des voies cyclables.
Seule demeure la voie en contre-sens, avec toujours un stationnement anarchique dessus mettant les cyclistes en danger.";"";"";"";"Suppression dans la base de donnée en cours";"";"remi.capbern@outlook.fr";"2019-01-29";"2019-02-04"
F190102;"";"Eysines";"Rue du bois Gramond";"Signalisation / Marquage au sol";"1";"Ce panneau d'impasse situé rue du Bois Gramond à l'angle des avenues de l'Alouette est trompeur pour les piétons et cyclistes qui s'engagent dans cette rue comportant par ailleurs des balisages cycliste.
Merci de le remplacer par un panneau indiquant l'accessibilité aux piétons et cycles (passerelle au bout de la rue)";"";"";"";"Le jalonnement cycliste avant et après ce panneau permet de bien indiquer la continuité de l’itinéraire vers l’autre côté de la rocade aux cyclistes et aux piétons. ";"";"remi.capbern@outlook.fr";"2019-01-29";"2019-02-04"
F170513 ;"";"Bordeaux";"cours Victor-Hugo";"Pistes ou bandes cyclables";"1";"Cours Victor Hugo à Bordeaux dans le sens des quais vers la rue de Cursol, il existe deux endroits où la voie de bus-vélos disparaît au profit d'une voie de voiture permettant aux véhicules de tourner à gauche (rue des Menuts et rue Leyteire). Nous souhaitons faire rétablir la continuité de la voie des bus et vélos, car ces endroits sont dangereux et entraînent un pincement des vélos vers le trottoir (sans compter que cela ralentit la circulation des bus).";"";"";"";"";"";"contact@velo-cite.org";"2017-05-23";"2019-03-04"
F170512;"";"Bordeaux";"avenue d'Eysines";"Pistes ou bandes cyclables";"1";"Un nouveau feu a été mis en place avenue d'Eysines en direction des boulevards. La voie est uniquement réservée au bus et aux vélos :
–  on y trouve régulièrement des voitures
–  lorsque l'on tourne à gauche pour rejoindre les boulevards en vélo, la durée du feu n'est pas assez longue.
- le bouton poussoir appel 2 roues n'est pas vraiment accessible depuis la route pour les vélos";"";"";"";"";"";"contact@velo-cite.org";"2017-05-22";"2019-03-04"
F170511;"";"Talence";"rue Emiles Combes";"Pistes ou bandes cyclables";"1";"Stationnement illégal le long de cette courbe de rue.
Ceci incite les automobilistes à mordre sur le DSC et à rouler un certain temps dessus, alors qu’il n’y a aucune visibilité des cyclistes arrivant en face
- Problème du non respect par les automobilistes de l’impossibilité de doubler dans cette rue.
- lorsqu’un cycliste roule dans le même sens devant eux, ils veulent absolument le dépasser : ils roulent sans visibilité sur le DSC, mettant alors en danger les cyclistes.

";"";"";"";"";"";"contact@velo-cite.org";"2017-05-22";"2019-03-04"
F170510;"";"Mérignac";"rue des trois étoiles";"Signalisation / Marquage au sol";"1";"A l'intersection, la rue perpendiculaire est à double sens cyclable. Il faut donc ajouter un panonceau sauf vélo sous la panneau d'interdiction de tourner à droite.
Réglé vu le 02/11/2017";"";"";"";"";"";"contact@velo-cite.org";"2017-05-22";"2019-03-04"
F170509;"";"Bordeaux";"rue de Brach";"Pistes ou bandes cyclables";"1";"Demande de résorption de la discontinuité cyclable après l'intersection avec la rue de Metz. Plus globalement, nous demandons l'étude du passage en Zone 30 de l'ensemble du quartier sur le modèle proposé dans le quartier Alphonse Dupeux à Bordeaux.";"";"";"";"";"";"contact@velo-cite.org";"2017-05-22";"2019-03-04"
